Conference,Division,School,Conf W,Conf L,Conf PF,Conf PA,Over W,Over L,Over PF,Over PA,Home W,Home L,Away W,Away L,STRK,AP W,AP L,USA W,USA L,Year
Big 12,,Oklahoma,8,1,400,271,12,2,632,379,5,1,5,0,L1,4,1,4,1,2017
Big 12,,TCU,7,2,267,145,11,3,470,266,6,0,4,2,W1,2,2,2,2,2017
Big 12,,Oklahoma State,6,3,393,309,10,3,585,382,3,3,6,0,W2,1,2,1,2,2017
Big 12,,Texas,5,4,229,182,7,6,383,276,3,3,3,2,W1,0,4,0,4,2017
Big 12,,West Virginia,5,4,296,312,7,6,449,409,4,2,3,2,L3,0,4,0,4,2017
Big 12,,Kansas State,5,4,268,270,8,5,420,327,4,3,3,2,W3,1,2,1,2,2017
Big 12,,Iowa State,5,4,235,170,8,5,380,272,3,3,5,2,W1,3,1,3,1,2017
Big 12,,Texas Tech,3,6,277,302,6,7,446,419,2,4,3,2,L1,0,4,0,4,2017
Big 12,,Baylor,1,8,217,332,1,11,292,431,0,6,1,4,L3,0,3,0,3,2017
Big 12,,Kansas,0,9,129,418,1,11,224,521,1,6,0,5,L11,0,3,0,3,2017
Big Ten,East,Ohio State,8,1,417,179,12,2,576,266,6,1,4,1,W5,4,1,4,1,2017
Big Ten,East,Penn State,7,2,358,172,11,2,534,214,7,0,3,2,W4,2,2,2,2,2017
Big Ten,East,Michigan State,7,2,196,181,10,3,319,260,6,1,3,2,W3,2,3,2,3,2017
Big Ten,East,Michigan,5,4,211,175,8,5,328,245,4,2,3,2,L3,0,4,0,4,2017
Big Ten,East,Rutgers,3,6,124,294,4,8,216,340,3,4,1,4,L3,0,4,0,4,2017
Big Ten,East,Maryland,2,7,165,349,4,8,289,445,2,4,2,4,L4,0,6,0,6,2017
Big Ten,East,Indiana,2,7,209,270,5,7,322,304,3,3,2,4,L1,0,4,0,4,2017
Big Ten,West,Wisconsin,9,0,288,114,13,1,473,195,7,0,6,0,W1,2,1,2,1,2017
Big Ten,West,Northwestern,7,2,259,170,10,3,380,261,6,1,3,2,W8,1,2,1,2,2017
Big Ten,West,Purdue,4,5,183,173,7,6,328,267,4,2,2,3,W3,0,2,0,2,2017
Big Ten,West,Iowa,4,5,241,181,8,5,367,259,5,2,2,3,W2,1,4,1,4,2017
Big Ten,West,Nebraska,3,6,214,338,4,8,309,437,2,5,2,3,L4,0,4,0,4,2017
Big Ten,West,Minnesota,2,7,166,250,5,7,265,274,4,3,1,4,L2,0,3,0,3,2017
Big Ten,West,Illinois,0,9,118,303,2,10,185,378,2,5,0,5,L10,0,4,0,4,2017
Conference USA,East,Florida Atlantic,8,0,368,191,11,3,568,318,7,1,4,2,W10,0,1,0,1,2017
Conference USA,East,Florida Intl,5,3,210,216,8,5,333,370,5,1,2,3,L1,0,1,0,1,2017
Conference USA,East,Marshall,4,4,206,147,8,5,347,259,4,2,3,3,W1,0,1,0,1,2017
Conference USA,East,Western Kentucky,4,4,226,233,6,7,331,349,4,2,2,4,L2,0,0,0,0,2017
Conference USA,East,Middle Tennessee,4,4,234,193,7,6,332,321,4,2,2,4,W2,0,0,0,0,2017
Conference USA,East,Old Dominion,3,5,177,265,5,7,248,380,3,3,2,4,L1,0,1,0,1,2017
Conference USA,East,Charlotte,1,7,125,251,1,11,170,393,1,5,0,6,L4,0,1,0,1,2017
Conference USA,West,North Texas,7,1,293,251,9,5,497,490,6,0,3,4,L2,0,1,0,0,2017
Conference USA,West,UAB,6,2,249,175,8,5,361,333,6,0,2,4,L1,0,0,0,0,2017
Conference USA,West,Southern Mississippi,6,2,266,211,8,5,379,318,3,3,5,1,L1,0,0,0,0,2017
Conference USA,West,Louisiana Tech,4,4,222,206,7,6,396,330,3,4,3,2,W3,0,1,0,1,2017
Conference USA,West,UT San Antonio,3,5,147,146,6,5,259,187,3,2,3,3,L1,0,0,0,0,2017
Conference USA,West,Rice,1,7,163,238,1,11,195,429,0,5,1,5,L10,0,1,0,1,2017
Conference USA,West,UTEP,0,8,83,246,0,12,141,441,0,5,0,7,L12,0,1,0,1,2017
FBS Independents,,UMass,,-,--,--,4,8,367,382,2,3,1,5,L1,0,1,0,1,2017
FBS Independents,,Army,,-,--,--,10,3,399,286,6,0,2,3,W2,0,1,0,1,2017
FBS Independents,,Notre Dame,,-,--,--,10,3,445,279,6,1,3,2,W1,3,3,3,3,2017
FBS Independents,,BYU,,-,--,--,4,9,222,321,2,4,2,4,W1,0,4,0,4,2017
Mid-American,East,Akron,6,2,196,179,7,7,310,392,5,1,2,5,L2,0,1,0,1,2017
Mid-American,East,Ohio,5,3,287,185,9,4,508,315,5,1,3,3,W1,0,0,0,0,2017
Mid-American,East,Miami (OH),4,4,202,175,5,7,293,289,3,3,2,4,W1,0,1,0,1,2017
Mid-American,East,Buffalo,4,4,251,219,6,6,342,298,4,2,2,4,W3,0,0,0,0,2017
Mid-American,East,Bowling Green,2,6,247,313,2,10,304,456,0,5,2,5,L3,0,2,0,2,2017
Mid-American,East,Kent State,1,7,109,271,2,10,153,421,2,3,0,7,L5,0,1,0,1,2017
Mid-American,West,Toledo,7,1,296,165,11,3,509,367,6,0,4,2,L1,0,1,0,1,2017
Mid-American,West,Central Michigan,6,2,256,198,8,5,370,358,3,2,5,2,L1,0,0,0,0,2017
Mid-American,West,Northern Illinois,6,2,256,166,8,5,377,286,5,1,3,3,L2,0,1,0,1,2017
Mid-American,West,Western Michigan,4,4,276,229,6,6,407,348,4,2,2,4,L2,0,2,0,2,2017
Mid-American,West,Eastern Michigan,3,5,226,209,5,7,313,281,3,2,2,5,W2,0,0,0,0,2017
Mid-American,West,Ball State,0,8,94,387,2,10,215,488,2,4,0,6,L9,0,0,0,0,2017
Mountain West,Mountain,Boise State,7,1,285,169,11,3,455,320,6,1,4,2,W2,0,1,0,1,2017
Mountain West,Mountain,Wyoming,5,3,180,131,8,5,305,228,5,2,2,3,W1,0,1,0,1,2017
Mountain West,Mountain,Colorado State,5,3,284,235,7,6,434,361,4,2,3,2,L1,0,2,0,2,2017
Mountain West,Mountain,Air Force,4,4,257,291,5,7,377,389,3,3,2,4,W1,0,1,0,1,2017
Mountain West,Mountain,Utah State,4,4,261,182,6,7,392,350,3,3,3,3,L2,0,2,0,2,2017
Mountain West,Mountain,New Mexico,1,7,152,270,3,9,248,382,2,4,1,5,L7,0,1,0,1,2017
Mountain West,West,Fresno State,7,1,221,105,10,4,380,251,5,1,4,3,W1,1,3,1,3,2017
Mountain West,West,San Diego State,6,2,243,139,10,3,400,263,5,2,5,0,L1,1,1,1,1,2017
Mountain West,West,UNLV,4,4,220,237,5,7,346,381,2,4,3,3,L1,0,1,0,1,2017
Mountain West,West,Nevada,3,5,259,264,3,9,338,407,3,3,0,6,W1,0,3,0,3,2017
Mountain West,West,Hawai'i,1,7,151,268,3,9,273,407,2,4,1,5,L5,0,0,0,0,2017
Mountain West,West,San Jose State,1,7,114,336,2,11,206,542,2,4,0,7,W1,0,1,0,1,2017
Pac-12,North,Stanford,7,2,271,201,9,5,453,318,6,0,2,3,L2,2,4,2,4,2017
Pac-12,North,Washington,7,2,302,137,10,3,471,209,7,0,3,2,L1,1,2,1,2,2017
Pac-12,North,Washington State,6,3,254,242,9,4,394,335,7,0,2,3,L2,3,2,3,2,2017
Pac-12,North,Oregon,4,5,272,270,7,6,468,377,6,1,1,4,L1,0,4,0,4,2017
Pac-12,North,California,2,7,238,275,5,7,333,341,4,2,1,5,L2,1,3,1,3,2017
Pac-12,North,Oregon State,0,9,172,378,1,11,248,516,1,5,0,6,L10,0,4,0,4,2017
Pac-12,South,USC,8,1,328,210,11,3,456,366,7,0,3,2,L1,2,3,2,3,2017
Pac-12,South,Arizona State,6,3,281,262,7,6,414,427,5,2,2,3,L1,1,2,1,2,2017
Pac-12,South,Arizona,5,4,361,350,7,6,537,447,4,2,3,3,L3,1,1,1,1,2017
Pac-12,South,UCLA,4,5,259,326,6,7,422,476,6,0,0,6,L1,0,4,0,4,2017
Pac-12,South,Utah,3,6,244,242,7,6,384,301,4,3,2,3,W2,0,4,0,4,2017
Pac-12,South,Colorado,2,7,222,311,5,7,317,338,3,3,1,4,L3,0,3,0,3,2017
Southeastern,East,Georgia,7,1,295,115,13,1,508,220,6,0,4,1,W4,4,1,4,1,2017
Southeastern,East,South Carolina,5,3,196,162,9,4,315,269,5,2,2,2,W1,0,2,0,2,2017
Southeastern,East,Kentucky,4,4,217,246,7,6,332,367,4,3,3,2,L3,0,3,0,3,2017
Southeastern,East,Missouri,4,4,277,270,7,6,488,414,4,3,3,2,L1,0,2,0,2,2017
Southeastern,East,Florida,3,5,168,222,4,7,243,300,3,3,1,2,L1,0,2,0,2,2017
Southeastern,East,Vanderbilt,1,7,180,346,5,7,295,376,3,4,2,3,W1,0,2,0,2,2017
Southeastern,East,Tennessee,0,8,113,278,4,8,238,349,3,4,0,4,L3,0,3,0,3,2017
Southeastern,West,Auburn,7,1,327,152,10,4,474,259,7,0,3,2,L2,3,4,3,4,2017
Southeastern,West,Alabama,7,1,307,98,12,1,493,144,7,0,3,1,W1,3,1,3,1,2017
Southeastern,West,LSU,6,2,209,165,9,4,354,246,5,1,3,2,L1,1,3,1,3,2017
Southeastern,West,Mississippi State,4,4,210,191,9,4,416,272,5,2,3,2,W1,1,3,1,3,2017
Southeastern,West,Texas A&M;,4,4,205,250,7,6,425,399,4,3,2,2,L2,0,4,0,4,2017
Southeastern,West,Ole Miss,3,5,236,316,6,6,394,415,4,3,2,3,W1,1,3,1,3,2017
Southeastern,West,Arkansas,1,7,208,337,4,8,345,434,2,4,1,3,L3,0,5,0,5,2017
Sun Belt,,Troy,7,1,267,141,11,2,410,240,5,1,5,1,W7,1,1,1,1,2017
Sun Belt,,Appalachian State,7,1,291,175,9,4,435,263,5,1,3,3,W4,0,1,0,1,2017
Sun Belt,,Arkansas State,6,2,319,184,7,5,454,309,4,1,3,3,L2,0,0,0,0,2017
Sun Belt,,Georgia State,5,3,179,207,7,5,244,297,1,4,5,1,W1,0,1,0,1,2017
Sun Belt,,Louisiana Monroe,4,4,337,343,4,8,407,492,2,3,2,5,L3,0,2,0,2,2017
Sun Belt,,Louisiana,4,4,202,271,5,7,338,480,3,2,2,5,L2,0,0,0,1,2017
Sun Belt,,New Mexico State,4,4,229,245,7,6,381,386,3,2,3,4,W3,0,0,0,0,2017
Sun Belt,,Idaho,3,5,158,154,4,8,251,309,2,4,2,4,W1,0,0,0,0,2017
Sun Belt,,South Alabama,3,5,143,193,4,8,238,318,3,3,1,5,L2,0,1,0,1,2017
Sun Belt,,Coastal Carolina,2,6,175,259,3,9,284,408,2,4,1,5,W2,0,0,0,0,2017
Sun Belt,,Georgia Southern,2,6,194,216,2,10,250,386,1,3,1,6,L1,0,1,0,1,2017
Sun Belt,,Texas State,1,7,160,266,2,10,207,403,1,5,1,5,L4,0,0,0,0,2017
